type_batiment,type_installation_chauffage,type_installation_ecs,hauteur_sous_plafond,etiquette_dpe,etiquette_ges,surface_habitable_logement,nombre_niveau_logement,code_postal_ban,qualite_isolation_enveloppe,cout_total_5_usages_energie_n1,conso_5 usages_ef,conso_5_usages_ep,type_energie_principale_chauffage
appartement,individuel,individuel,2.5,C,A,30.0,1.0,54000.0,moyenne,494.8,2458.7,5654.9,Électricité
appartement,mixte (collectif-individuel),individuel,2.5,E,C,41.4,1.0,4400.0,insuffisante,1228.6,6982.3,16059.3,Électricité
maison,individuel,individuel,2.5,E,B,80.0,2.0,44850.0,bonne,1505.3,8968.9,20628.6,Électricité
appartement,individuel,collectif,2.5,E,B,73.6,1.0,75014.0,insuffisante,1676.6,9885.8,22737.3,Électricité
appartement,individuel,individuel,2.5,C,C,74.7,1.0,94600.0,très bonne,682.9,7709.3,8718.3,Gaz naturel
appartement,individuel,individuel,2.5,G,G,93.5,1.0,3430.0,insuffisante,2586.8,31111.0,34770.3,Fioul domestique
appartement,individuel,individuel,2.5,E,B,58.7,1.0,26200.0,moyenne,1411.9,8375.4,19263.4,Électricité
maison,individuel,individuel,2.6,E,B,87.9,3.0,7600.0,moyenne,2072.1,12571.1,28913.6,Électricité
maison,individuel,individuel,2.6,B,A,160.0,2.0,84390.0,bonne,178.0,10711.2,17406.5,Bois – Bûches
appartement,individuel,individuel,2.5,C,C,66.1,1.0,68870.0,bonne,715.3,8108.4,8993.3,Gaz naturel
maison,individuel,individuel,2.5,D,D,107.0,1.0,26200.0,bonne,1420.0,19067.3,20183.7,Gaz naturel
appartement,individuel,individuel,2.6,F,C,84.0,1.0,50081.0,insuffisante,1918.7,13696.0,28771.5,Électricité
maison,individuel,individuel,2.7,D,D,49.0,1.0,59160.0,insuffisante,851.0,10115.1,10891.2,Gaz naturel
maison,individuel,individuel,2.6,G,C,113.0,2.0,62830.0,insuffisante,674.0,31029.1,55953.9,Électricité
maison,individuel,individuel,2.7,E,B,65.0,3.0,29650.0,insuffisante,689.0,9665.8,18340.1,Électricité
appartement,individuel,individuel,2.5,C,C,65.0,1.0,88170.0,bonne,661.4,7291.9,8187.3,Gaz naturel
appartement,individuel,individuel,2.5,C,A,64.2,1.0,74200.0,insuffisante,837.9,4717.5,10850.2,Électricité
maison,individuel,individuel,2.8,C,C,100.2,2.0,35410.0,insuffisante,943.1,14581.7,17647.2,Gaz naturel
maison,individuel,individuel,2.6,G,C,109.0,1.0,22370.0,insuffisante,3329.2,20471.5,47084.6,Électricité
maison,individuel,individuel,2.5,E,E,76.0,2.0,78520.0,insuffisante,1512.3,20093.9,20699.4,Gaz naturel
maison,individuel,individuel,2.5,F,B,98.0,2.0,43210.0,insuffisante,1167.6,25565.3,33463.4,Bois – Granulés (pellets) ou briquettes
appartement,collectif,collectif,2.5,E,E,79.1,1.0,78170.0,insuffisante,1439.9,23686.6,24134.9,Gaz naturel
appartement,individuel,individuel,2.5,C,A,38.3,1.0,82000.0,très bonne,713.0,2381.3,5477.0,Électricité
appartement,individuel,individuel,2.0,G,C,70.4,2.0,84110.0,insuffisante,2364.4,14428.8,33186.3,Électricité
maison,individuel,individuel,2.4,C,A,140.2,3.0,73140.0,bonne,858.0,12457.7,23862.6,Électricité
maison,individuel,individuel,2.6,F,C,36.5,1.0,55110.0,bonne,1134.5,6612.5,15208.8,Électricité
appartement,mixte (collectif-individuel),collectif,2.4,E,B,29.6,1.0,73260.0,insuffisante,780.7,4556.6,10480.2,Électricité
maison,individuel,individuel,2.6,F,F,126.0,1.0,55250.0,insuffisante,3447.0,38214.1,38875.7,Fioul domestique
maison,individuel,individuel,2.5,D,D,118.0,1.0,33290.0,insuffisante,1167.9,24599.6,26187.3,Gaz naturel
appartement,individuel,individuel,3.0,F,F,70.0,1.0,34500.0,insuffisante,1639.6,21881.6,22278.5,Gaz naturel
maison,individuel,individuel,2.5,E,B,130.0,2.0,51320.0,bonne,2137.4,21300.2,38182.6,Électricité
maison,individuel,individuel,2.5,A,A,130.0,1.0,40370.0,très bonne,712.4,3890.5,8948.3,Électricité
appartement,collectif,individuel,2.5,E,D,50.0,1.0,49000.0,insuffisante,655.3,12538.8,15599.8,Gaz naturel
appartement,individuel,individuel,3.0,F,B,16.0,2.0,77111.0,moyenne,560.7,2890.9,6649.1,Électricité
appartement,individuel,individuel,2.5,C,A,72.6,1.0,13007.0,insuffisante,781.9,4348.1,10000.7,Électricité
maison,individuel,individuel,2.1,F,F,73.3,2.0,29460.0,insuffisante,2019.0,24256.0,27080.5,Fioul domestique
maison,individuel,individuel,2.5,G,C,34.0,1.0,61170.0,insuffisante,2101.4,12757.3,29341.8,Électricité
maison,individuel,individuel,2.5,G,C,76.0,2.0,29800.0,insuffisante,2300.6,14023.5,32254.0,Électricité
appartement,collectif,collectif,2.5,E,E,80.3,1.0,95200.0,insuffisante,1458.5,23819.8,24268.2,Gaz naturel
maison,individuel,individuel,2.5,D,B,203.0,3.0,71390.0,moyenne,817.9,32330.7,41145.5,Bois – Bûches
maison,individuel,individuel,2.5,A,A,156.1,2.0,83200.0,très bonne,404.7,1818.1,4181.6,Électricité
maison,individuel,individuel,2.5,D,D,123.9,2.0,29820.0,moyenne,1263.7,14260.4,14829.0,Fioul domestique
appartement,individuel,individuel,2.6,D,D,60.7,2.0,42000.0,bonne,914.5,10795.6,11209.0,Gaz naturel
appartement,individuel,individuel,2.5,E,B,33.1,1.0,49000.0,insuffisante,875.3,4724.3,10865.9,Électricité
appartement,individuel,individuel,2.5,D,B,44.0,1.0,52200.0,très bonne,769.0,4494.5,10337.3,Électricité
maison,individuel,individuel,2.4,E,B,64.4,3.0,59140.0,insuffisante,335.7,13037.8,16352.4,Bois – Bûches
appartement,individuel,individuel,2.5,C,A,47.5,1.0,33000.0,moyenne,679.8,3675.8,8454.3,Électricité
appartement,collectif,collectif,2.5,E,E,50.6,1.0,76000.0,insuffisante,799.6,13222.2,13594.4,Gaz naturel
appartement,individuel,collectif,2.5,D,B,44.7,5.0,20217.0,moyenne,815.3,4287.5,9861.3,Électricité
appartement,collectif,individuel,2.6,C,C,55.7,1.0,13090.0,insuffisante,418.6,7140.8,9509.6,Réseau de Chauffage urbain
maison,individuel,individuel,2.5,E,E,97.0,2.0,69100.0,insuffisante,1628.2,25385.4,30564.3,Gaz naturel
maison,individuel,individuel,2.6,E,E,60.7,1.0,22240.0,bonne,1087.8,12354.5,12946.2,Fioul domestique
maison,individuel,individuel,2.5,C,C,150.8,2.0,44400.0,bonne,1001.0,16991.5,18120.1,Gaz naturel
maison,individuel,individuel,2.5,E,E,152.0,1.0,59320.0,insuffisante,2877.2,41824.6,43519.8,Gaz naturel
appartement,individuel,individuel,2.5,D,D,101.3,1.0,38000.0,insuffisante,1173.7,16416.3,18979.4,Gaz naturel
appartement,individuel,individuel,2.4,D,D,51.2,1.0,64600.0,insuffisante,867.0,10322.5,11069.6,Gaz naturel
appartement,individuel,individuel,2.6,A,A,78.6,2.0,83440.0,bonne,456.1,2183.2,5021.4,Électricité
appartement,individuel,individuel,2.5,D,D,90.0,1.0,83400.0,insuffisante,948.0,12686.4,13100.8,Fioul domestique
appartement,collectif,collectif,2.5,E,E,87.0,1.0,50081.0,insuffisante,1616.9,26509.9,26976.9,Gaz naturel
maison,individuel,individuel,2.5,G,C,60.6,2.0,58290.0,insuffisante,1421.8,46182.7,48477.8,Bois – Bûches
maison,individuel,individuel,2.5,D,B,65.0,1.0,49300.0,bonne,958.6,5494.8,12638.1,Électricité
maison,individuel,individuel,2.6,D,D,136.0,2.0,44170.0,très bonne,1511.0,18078.7,20095.0,Fioul domestique
appartement,individuel,individuel,2.5,E,E,67.5,4.0,33000.0,insuffisante,1581.5,21098.8,21634.6,Gaz naturel
maison,individuel,individuel,2.9,C,A,170.0,2.0,20217.0,insuffisante,410.4,20477.5,30432.2,Bois – Bûches
maison,individuel,individuel,2.5,D,D,157.0,2.0,30250.0,insuffisante,2194.1,32738.5,36216.0,Gaz naturel
maison,individuel,individuel,2.5,F,E,89.0,2.0,22140.0,insuffisante,2986.0,30208.4,30718.1,GPL
maison,individuel,individuel,2.5,F,F,51.3,1.0,72340.0,insuffisante,1858.4,14851.0,17269.1,GPL
maison,individuel,individuel,2.5,B,B,197.7,1.0,67200.0,bonne,957.4,8395.1,15528.5,Fioul domestique
appartement,individuel,individuel,2.7,D,D,32.1,1.0,3200.0,insuffisante,556.5,5413.5,5945.6,Gaz naturel
maison,individuel,individuel,2.5,E,E,112.5,1.0,62162.0,insuffisante,1511.0,26805.7,30244.1,Fioul domestique
maison,individuel,individuel,2.5,E,E,136.8,2.0,20600.0,insuffisante,3931.4,30636.2,34735.7,GPL
appartement,collectif,individuel,2.5,C,C,109.0,8.0,50081.0,bonne,431.0,9424.5,11021.0,Réseau de Chauffage urbain
appartement,individuel,individuel,2.5,D,D,29.4,1.0,94360.0,insuffisante,467.0,5732.0,7728.3,Électricité
maison,individuel,individuel,2.5,D,B,84.6,2.0,33750.0,bonne,889.0,7217.4,16600.0,Électricité
appartement,individuel,individuel,2.5,D,B,34.0,1.0,12000.0,insuffisante,612.0,3494.7,8037.7,Électricité
appartement,collectif,individuel,2.6,E,D,9.0,1.0,78100.0,insuffisante,134.0,2852.4,4350.6,Gaz naturel
maison,individuel,individuel,2.5,E,B,195.7,2.0,52140.0,insuffisante,1432.6,47932.0,52061.3,Bois – Bûches
appartement,individuel,individuel,2.8,F,C,36.0,1.0,33000.0,insuffisante,1100.0,6393.6,14705.3,Électricité
appartement,individuel,individuel,2.6,E,B,20.2,1.0,76600.0,insuffisante,555.0,2853.9,6563.9,Électricité
maison,individuel,individuel,2.5,F,E,129.7,2.0,59198.0,insuffisante,2299.0,46418.0,46418.0,Gaz naturel
appartement,individuel,individuel,3.2,D,B,53.0,1.0,66000.0,insuffisante,600.0,5418.2,12461.8,Électricité
maison,individuel,individuel,2.5,C,C,96.0,2.0,74930.0,très bonne,1205.0,8943.1,9616.4,Propane
maison,individuel,individuel,2.5,D,D,93.0,2.0,72100.0,insuffisante,1359.6,18310.2,19635.8,Gaz naturel
appartement,individuel,individuel,3.2,C,C,125.1,1.0,69006.0,insuffisante,1256.0,16822.2,16822.2,Gaz naturel
maison,individuel,individuel,2.9,C,C,149.0,3.0,81300.0,insuffisante,1076.0,13749.9,14797.7,Gaz naturel
appartement,individuel,individuel,2.5,D,C,63.9,1.0,27130.0,insuffisante,825.5,8570.6,14596.9,Électricité
appartement,collectif,collectif,2.5,E,E,76.0,10.0,92100.0,très bonne,1047.0,17229.7,17688.4,Gaz naturel
appartement,collectif,collectif,2.5,E,C,79.3,1.0,33310.0,insuffisante,1829.4,24284.8,25636.0,Réseau de Chauffage urbain
maison,individuel,individuel,2.5,E,E,50.0,1.0,61600.0,insuffisante,1199.9,11401.9,11774.0,Gaz naturel
appartement,individuel,individuel,2.5,C,A,19.2,1.0,13014.0,insuffisante,333.2,1309.4,3011.5,Électricité
maison,individuel,individuel,2.5,G,C,110.4,1.0,42370.0,insuffisante,1834.3,59588.4,62557.3,Bois – Bûches
maison,individuel,individuel,2.5,D,D,47.6,1.0,29610.0,bonne,742.4,8262.6,8807.7,Gaz naturel
maison,individuel,individuel,2.5,G,F,129.5,2.0,70000.0,insuffisante,3120.0,63451.6,64379.3,Gaz naturel
appartement,individuel,individuel,2.5,E,B,77.0,1.0,29400.0,bonne,1632.5,9384.6,21584.7,Électricité
maison,individuel,individuel,2.5,E,E,105.7,1.0,29800.0,insuffisante,1994.2,24442.3,27859.6,Fioul domestique
appartement,individuel,individuel,2.7,E,B,33.0,1.0,88300.0,bonne,741.6,3882.7,8930.2,Électricité
appartement,individuel,individuel,2.5,C,C,92.1,2.0,25000.0,insuffisante,790.0,9459.9,10627.3,Gaz naturel
appartement,individuel,individuel,2.2,D,A,33.2,2.0,44210.0,moyenne,634.0,3176.9,7306.8,Électricité
appartement,individuel,individuel,2.5,E,E,52.0,1.0,42300.0,moyenne,1130.4,14422.6,15254.3,Gaz naturel
appartement,collectif,collectif,2.5,E,E,47.0,2.0,35170.0,insuffisante,905.0,13641.5,13641.5,Gaz naturel
maison,individuel,individuel,2.5,F,F,114.0,2.0,60500.0,insuffisante,2894.5,34063.9,37187.5,Fioul domestique
appartement,collectif,collectif,2.5,C,C,76.0,1.0,69120.0,bonne,590.0,9891.3,10583.1,Gaz naturel
appartement,individuel,individuel,2.5,D,B,50.5,1.0,35000.0,très bonne,905.0,5154.4,11855.2,Électricité
maison,individuel,individuel,2.5,G,G,78.1,2.0,78700.0,insuffisante,2220.0,27039.1,30623.3,Fioul domestique
appartement,collectif,collectif,2.5,D,D,63.8,1.0,78340.0,très bonne,536.2,9307.0,10138.2,Gaz naturel
maison,individuel,individuel,2.5,F,D,288.7,2.0,51120.0,insuffisante,5405.4,52963.7,96457.3,Électricité
appartement,collectif,individuel,2.5,D,C,51.6,1.0,75012.0,insuffisante,378.5,6839.9,9479.4,Réseau de Chauffage urbain
appartement,collectif,individuel,3.0,D,D,80.1,1.0,92100.0,insuffisante,903.1,12819.3,16641.7,Fioul domestique
appartement,individuel,individuel,2.7,D,D,56.4,1.0,69008.0,insuffisante,811.3,9171.6,9527.9,Gaz naturel
appartement,collectif,individuel,2.5,F,E,44.2,1.0,34770.0,insuffisante,744.0,13737.9,16015.0,Gaz naturel
appartement,individuel,individuel,2.5,D,D,66.0,1.0,2600.0,bonne,777.9,10855.2,14064.3,Gaz naturel
maison,individuel,individuel,2.5,D,B,97.0,1.0,88510.0,bonne,741.3,15737.8,20110.5,Bois – Granulés (pellets) ou briquettes
maison,individuel,individuel,2.5,C,C,73.0,2.0,97230.0,bonne,782.0,9363.2,10553.8,Gaz naturel
maison,individuel,individuel,2.5,D,C,83.8,1.0,47300.0,moyenne,737.8,16403.1,17570.5,Bois – Bûches
maison,individuel,individuel,2.5,E,B,73.5,1.0,49330.0,très bonne,1366.6,8087.5,18601.2,Électricité
appartement,individuel,individuel,3.0,E,B,47.5,1.0,76200.0,insuffisante,434.0,6476.7,14896.4,Électricité
appartement,individuel,individuel,2.5,E,B,42.2,1.0,77130.0,très bonne,1000.2,5758.8,13245.3,Électricité
appartement,individuel,individuel,2.5,D,D,69.9,1.0,83270.0,insuffisante,916.1,10778.2,11136.3,Gaz naturel
appartement,collectif,individuel,2.5,G,F,27.5,3.0,92500.0,insuffisante,706.0,12645.9,14740.6,Gaz naturel
appartement,individuel,individuel,2.5,D,D,71.0,1.0,68340.0,moyenne,1130.8,10851.0,11657.1,Gaz naturel
maison,individuel,individuel,2.5,C,A,100.0,1.0,44690.0,moyenne,306.0,10102.1,16783.9,Bois – Bûches
appartement,individuel,individuel,2.5,D,D,64.0,1.0,57360.0,insuffisante,782.2,9323.6,10456.6,Gaz naturel
maison,individuel,individuel,2.8,G,C,85.6,1.0,30500.0,insuffisante,1247.3,39405.7,39976.7,Bois – Bûches
maison,individuel,individuel,2.5,F,F,190.0,2.0,47260.0,insuffisante,4839.0,53655.4,54590.3,Fioul domestique
maison,individuel,individuel,2.4,E,B,89.0,1.0,33490.0,bonne,1673.1,10035.8,23082.3,Électricité
maison,individuel,individuel,2.6,E,E,66.2,3.0,10100.0,insuffisante,1190.9,15148.2,15719.9,Gaz naturel
maison,individuel,individuel,2.5,C,A,196.0,2.0,63800.0,très bonne,2450.5,14976.1,34445.0,Électricité
maison,individuel,individuel,2.5,D,B,150.0,2.0,79300.0,moyenne,944.0,17115.5,32498.2,Électricité
maison,individuel,individuel,2.6,D,C,93.7,3.0,29370.0,insuffisante,1257.0,13750.9,23363.7,Fioul domestique
maison,individuel,individuel,2.5,D,B,45.0,1.0,16340.0,bonne,664.0,3940.4,9063.0,Électricité
maison,individuel,individuel,2.7,F,C,95.0,2.0,69550.0,insuffisante,2788.1,17087.6,39301.6,Électricité
appartement,individuel,individuel,2.5,D,D,36.8,1.0,64110.0,insuffisante,547.1,5322.1,5845.9,Gaz naturel
maison,individuel,individuel,2.5,E,D,57.3,2.0,10000.0,insuffisante,933.0,12517.7,14809.6,Gaz naturel
maison,individuel,individuel,2.5,F,F,149.0,1.0,72600.0,insuffisante,3616.0,40155.5,40937.6,Fioul domestique
maison,individuel,individuel,2.8,C,C,175.0,3.0,72530.0,bonne,1190.4,21285.0,22718.3,Gaz naturel
appartement,individuel,individuel,3.0,E,B,88.2,1.0,7000.0,insuffisante,418.3,19924.1,28837.3,Bois – Bûches
maison,individuel,individuel,2.5,F,E,129.5,1.0,38150.0,insuffisante,2048.7,40028.8,43520.1,Fioul domestique
appartement,collectif,collectif,2.5,E,E,21.7,1.0,51100.0,insuffisante,351.0,5658.8,5939.2,Gaz naturel
appartement,individuel,individuel,2.5,D,B,91.7,1.0,59350.0,insuffisante,1399.0,8293.5,19075.0,Électricité
appartement,individuel,individuel,2.5,D,D,36.6,1.0,29200.0,très bonne,671.3,7014.8,7353.5,Gaz naturel
appartement,individuel,individuel,2.4,G,C,21.3,1.0,69380.0,insuffisante,1252.1,7359.7,16927.4,Électricité
appartement,collectif,collectif,2.5,D,C,63.9,7.0,75015.0,bonne,903.1,11856.6,12352.4,Réseau de Chauffage urbain
appartement,individuel,individuel,2.4,D,B,65.0,3.0,69610.0,bonne,1168.0,6825.8,15699.2,Électricité
maison,individuel,individuel,3.0,D,D,145.3,3.0,59500.0,insuffisante,1941.9,25444.4,30908.4,Fioul domestique
appartement,collectif,individuel,2.5,E,E,71.7,2.0,6530.0,insuffisante,1324.0,16927.4,20101.5,Fioul domestique
maison,individuel,individuel,2.5,D,B,105.0,1.0,69680.0,bonne,1556.0,12661.7,24740.9,Électricité
appartement,individuel,individuel,2.5,E,B,80.0,1.0,13710.0,insuffisante,1817.5,10953.4,25192.7,Électricité
maison,individuel,individuel,2.5,G,C,97.0,2.0,89240.0,insuffisante,4193.3,25876.1,59515.1,Électricité
appartement,individuel,individuel,2.5,D,B,50.1,2.0,31100.0,moyenne,940.5,5379.7,12373.4,Électricité
maison,individuel,individuel,2.5,C,A,165.0,2.0,84470.0,très bonne,1782.8,14031.8,27984.6,Électricité
maison,individuel,individuel,2.5,G,C,77.6,2.0,45510.0,insuffisante,2425.6,14817.8,34080.9,Électricité
appartement,individuel,individuel,2.2,E,B,41.5,1.0,75007.0,insuffisante,1003.1,5777.9,13289.1,Électricité
maison,individuel,individuel,2.5,D,B,81.6,2.0,11100.0,moyenne,1248.0,7333.2,16866.3,Électricité
maison,individuel,individuel,2.5,C,C,64.4,2.0,78630.0,bonne,768.5,9125.5,10273.4,Gaz naturel
appartement,individuel,individuel,2.5,C,C,106.5,1.0,68100.0,insuffisante,868.1,10760.5,12051.8,Gaz naturel
maison,individuel,individuel,2.5,C,A,75.5,1.0,34560.0,bonne,915.3,5219.8,12005.5,Électricité
maison,individuel,individuel,2.5,D,B,89.7,1.0,79270.0,très bonne,1534.1,9152.0,21049.5,Électricité
appartement,mixte (collectif-individuel),collectif,3.4,D,D,160.7,1.0,67000.0,insuffisante,1704.0,24348.1,26663.4,Gaz naturel
appartement,individuel,individuel,2.7,G,C,23.7,1.0,93500.0,insuffisante,1302.6,7681.2,17666.7,Électricité
appartement,collectif,collectif,2.5,D,D,86.8,1.0,31100.0,bonne,1118.4,18009.8,18465.1,Gaz naturel
appartement,individuel,individuel,3.2,D,D,94.8,1.0,42000.0,insuffisante,1061.1,13216.6,13859.4,Gaz naturel
appartement,individuel,individuel,2.5,E,B,49.7,1.0,53600.0,moyenne,1207.1,7074.3,16270.8,Électricité
appartement,individuel,individuel,2.6,F,C,19.8,1.0,76000.0,insuffisante,633.0,3563.5,8196.1,Électricité
appartement,collectif,collectif,2.5,C,C,92.7,1.0,94220.0,insuffisante,452.0,7609.6,8072.1,Gaz naturel
maison,individuel,individuel,2.5,G,F,133.6,2.0,56880.0,insuffisante,3018.0,54042.6,58047.3,Fioul domestique
appartement,individuel,individuel,3.2,D,D,122.0,1.0,38000.0,bonne,1621.1,22327.3,23670.7,Gaz naturel
appartement,individuel,individuel,2.5,D,D,35.2,1.0,62370.0,insuffisante,637.0,6709.6,7323.0,Gaz naturel
maison,individuel,individuel,2.5,F,F,83.7,3.0,80000.0,insuffisante,1954.7,28766.4,31843.7,Gaz naturel
appartement,collectif,collectif,2.5,E,E,71.1,4.0,6000.0,insuffisante,1044.0,16971.7,17326.5,Gaz naturel
maison,individuel,individuel,2.5,G,C,58.9,1.0,56190.0,insuffisante,752.8,26076.2,29400.8,Bois – Bûches
appartement,individuel,individuel,2.5,D,B,60.9,1.0,83100.0,insuffisante,907.5,5169.7,11890.3,Électricité
appartement,individuel,individuel,2.5,E,C,27.7,1.0,5560.0,insuffisante,853.4,4786.8,11009.7,Électricité
maison,individuel,individuel,2.5,F,C,66.4,2.0,30126.0,insuffisante,1567.6,15155.3,27330.2,Électricité
appartement,individuel,individuel,2.4,F,B,44.0,2.0,81400.0,bonne,614.0,6322.5,14541.7,Électricité
appartement,individuel,individuel,2.5,D,A,32.3,2.0,83240.0,insuffisante,506.0,2806.2,6454.3,Électricité
appartement,individuel,individuel,2.9,C,A,110.8,3.0,59120.0,insuffisante,962.0,8655.5,16669.3,Électricité
maison,individuel,individuel,2.5,F,C,25.8,1.0,54250.0,bonne,790.0,4401.8,10124.1,Électricité
appartement,individuel,individuel,2.3,E,B,147.0,1.0,5190.0,bonne,2279.2,22231.6,40285.3,Électricité
appartement,individuel,individuel,2.5,F,C,56.7,1.0,76600.0,insuffisante,1364.0,8432.7,19395.1,Électricité
appartement,collectif,collectif,2.5,E,E,68.0,4.0,21240.0,insuffisante,1269.0,21098.4,22257.6,Gaz naturel
maison,individuel,individuel,2.5,G,G,78.0,1.0,45240.0,insuffisante,2974.2,32924.4,33432.6,Fioul domestique
appartement,individuel,individuel,2.5,C,B,60.7,1.0,13005.0,insuffisante,542.5,4547.0,8148.7,Électricité
maison,individuel,individuel,2.5,C,C,83.8,2.0,69140.0,très bonne,624.0,7904.7,10349.4,Gaz naturel
appartement,individuel,individuel,2.5,C,C,59.0,2.0,31400.0,bonne,632.8,6583.7,7126.9,Gaz naturel
appartement,individuel,collectif,2.4,E,E,99.0,1.0,67140.0,insuffisante,2201.0,29696.4,30215.7,Gaz naturel
maison,individuel,individuel,2.5,C,A,145.0,3.0,29400.0,très bonne,1269.0,10371.8,20079.7,Électricité
maison,individuel,individuel,3.0,C,A,145.0,1.0,35740.0,insuffisante,189.7,11471.3,18680.1,Bois – Bûches
appartement,collectif,individuel,2.5,C,C,71.9,8.0,56470.0,bonne,270.0,6666.1,7791.3,Réseau de Chauffage urbain
appartement,individuel,individuel,2.7,E,E,37.1,1.0,69004.0,moyenne,855.3,9811.7,10123.5,Gaz naturel
maison,individuel,individuel,2.7,E,B,103.0,1.0,80260.0,insuffisante,411.0,20184.3,29724.3,Bois – Bûches
appartement,individuel,individuel,2.5,D,B,40.5,1.0,95570.0,très bonne,718.9,3933.0,9046.0,Électricité
immeuble,individuel,individuel,2.5,C,C,1852.0,5.0,7100.0,insuffisante,18017.0,178938.3,190351.4,Gaz naturel
maison,individuel,individuel,3.0,D,B,72.6,1.0,79340.0,très bonne,926.2,8507.9,15383.1,Bois – Bûches
maison,individuel,individuel,2.5,C,C,126.0,2.0,18520.0,bonne,985.9,13845.2,16803.3,Gaz naturel
maison,individuel,individuel,2.3,F,F,110.2,3.0,67270.0,insuffisante,2308.1,27801.6,31121.5,Fioul domestique
appartement,individuel,individuel,2.7,C,C,43.0,1.0,42400.0,moyenne,483.6,4592.7,4910.2,Gaz naturel
maison,individuel,individuel,2.5,E,B,95.0,2.0,24420.0,insuffisante,1775.0,17414.2,31304.6,Électricité
appartement,individuel,individuel,2.5,B,A,34.0,1.0,66100.0,bonne,211.0,1529.1,3516.9,Électricité
maison,individuel,individuel,2.8,G,C,75.0,1.0,60310.0,insuffisante,1243.6,38992.1,39176.3,Bois – Bûches
maison,individuel,individuel,2.4,D,B,43.3,2.0,66750.0,bonne,723.2,3961.3,9111.1,Électricité
maison,individuel,individuel,2.4,E,B,46.7,2.0,56250.0,insuffisante,978.0,6245.2,14363.9,Électricité
maison,individuel,individuel,2.1,E,E,143.0,1.0,71500.0,bonne,1968.7,27327.6,34858.5,Fioul domestique
appartement,individuel,individuel,2.5,D,B,50.9,1.0,60330.0,moyenne,851.9,4809.7,11062.4,Électricité
appartement,individuel,individuel,2.5,D,D,61.0,1.0,64000.0,insuffisante,906.8,10740.2,11235.1,Gaz naturel
appartement,individuel,individuel,2.3,E,B,40.2,1.0,75015.0,insuffisante,850.4,4799.9,11039.9,Électricité
maison,individuel,individuel,2.4,E,E,88.7,2.0,24150.0,insuffisante,2133.0,23407.3,23877.1,Gaz naturel
appartement,individuel,individuel,2.5,E,E,77.4,1.0,25000.0,insuffisante,1535.0,20395.4,20932.9,Gaz naturel
appartement,individuel,individuel,2.5,C,C,76.1,1.0,68680.0,moyenne,648.1,7217.6,8281.2,Gaz naturel
maison,individuel,individuel,2.5,D,B,68.4,1.0,49260.0,très bonne,1134.3,6611.3,15206.1,Électricité
appartement,individuel,individuel,2.5,C,C,61.4,1.0,92500.0,moyenne,677.0,7299.2,7881.1,Gaz naturel
appartement,individuel,individuel,2.5,F,C,14.3,1.0,52000.0,insuffisante,599.1,3143.9,7231.1,Électricité
maison,individuel,individuel,2.5,E,E,97.6,3.0,23300.0,insuffisante,1685.0,20879.1,24059.2,Fioul domestique
immeuble,individuel,individuel,2.5,D,D,82.68599311136624,2.0,62149.0,bonne,16489.6,159839.1,174873.0,Gaz naturel
maison,individuel,individuel,2.4,D,B,142.9,3.0,34480.0,insuffisante,1974.7,11952.3,27490.3,Électricité
maison,individuel,individuel,2.5,D,D,90.0,1.0,54170.0,bonne,1391.3,18168.6,18678.6,Gaz naturel
maison,individuel,individuel,2.6,G,C,74.0,2.0,82800.0,insuffisante,2458.8,15027.8,34563.9,Électricité
appartement,collectif,individuel,2.5,D,C,12.6,1.0,59000.0,insuffisante,86.8,2572.7,4126.0,Gaz naturel
appartement,individuel,individuel,2.5,C,A,33.8,2.0,83570.0,moyenne,524.2,2650.0,6095.1,Électricité
maison,individuel,individuel,2.5,B,A,104.1,2.0,67430.0,bonne,693.0,3762.5,8653.8,Électricité
maison,individuel,individuel,2.5,C,C,78.0,3.0,59280.0,moyenne,782.0,8917.9,8917.9,Gaz naturel
appartement,individuel,collectif,2.5,C,C,91.9,5.0,6400.0,insuffisante,808.0,10540.1,12096.0,Gaz naturel
maison,individuel,individuel,2.5,D,D,158.2,3.0,59300.0,insuffisante,1711.3,37460.0,39048.5,Gaz naturel
maison,individuel,individuel,2.5,D,B,44.6,2.0,33680.0,très bonne,729.3,4001.5,9203.4,Électricité
appartement,individuel,individuel,2.5,E,B,32.7,1.0,59800.0,bonne,716.5,3917.2,9009.7,Électricité
appartement,collectif,individuel,2.5,F,C,45.0,4.0,75015.0,insuffisante,972.5,7860.4,15674.1,Électricité
appartement,individuel,individuel,2.6,E,E,27.4,1.0,75012.0,insuffisante,722.0,7886.3,8347.3,Gaz naturel
appartement,individuel,individuel,2.5,D,B,26.3,1.0,6130.0,insuffisante,582.8,3036.1,6982.9,Électricité
maison,individuel,individuel,2.5,A,A,112.7,1.0,16290.0,très bonne,307.0,2351.2,5407.7,Électricité
appartement,individuel,collectif,2.5,F,C,99.1,3.0,67870.0,très bonne,2187.0,17696.5,35344.7,Électricité
appartement,individuel,collectif,2.9,E,E,57.2,1.0,9100.0,insuffisante,1201.0,14580.6,15530.4,Gaz naturel
immeuble,individuel,individuel,2.5,F,C,82.68599311136624,2.0,88400.0,moyenne,50326.3,295940.8,680663.7,Électricité
appartement,collectif,collectif,2.6,E,E,77.7,1.0,68260.0,insuffisante,1092.4,17872.6,18612.9,Gaz naturel
